,AVG_returns,Risk,Beta,Alpha,Sharpe,VaR,Drawdown,Recovery,clust_model,emb_model
port,0.0011110542136571254,0.019918890985132935,0.7092392484461002,0.000823786222395914,0.04988985082374275,-0.03286617012546934,-40.501662685902616,158.0,Agg,topo_features
port,0.0011610433934323796,0.02224099636996738,0.5887421744358878,0.0009026516920283014,0.04692863854819564,-0.03669764401044617,-46.28951301915236,163.0,KMeans,autoencoder_conv
port,0.0010927564581360866,0.023316022464861516,0.5658942020213655,0.0008398401151961783,0.04183615562095536,-0.0384714370670215,-44.353382989059476,178.0,Agg,autoencoder_conv
port,0.0009136991540338792,0.022416325119612356,0.5982985607389745,0.0006530173307895704,0.03552747544255828,-0.03698693644736038,-46.71443081708898,235.0,KMeans,umap
port,0.0008860111649938464,0.022582348748081807,0.590885019934576,0.0006271059454960929,0.03404019040422857,-0.03726087543433498,-46.714496728761524,236.0,Agg,umap
port,0.0009906411832080293,0.019071806223510294,0.7148323805003116,0.0007020328365586618,0.04579206914848973,-0.03146848026879198,-36.34307930572764,236.0,KMeans,fastica
port,0.0008506425977346842,0.019621660058054866,0.6243560297507069,0.0005837162823787887,0.03737394704273215,-0.03237573909579053,-34.55208140818027,398.0,Agg,fastica
port,0.0014379840039840748,0.02039088445792586,0.6554914602593729,0.0011635962981871245,0.06476817093808221,-0.03364495935557767,-37.96458480140218,146.0,KMeans,transformer_embds1
port,0.0007377733070731238,0.02230922164994033,0.5678192002208975,0.0004843956516371176,0.027812247463162135,-0.03681021572240154,-43.09888552981806,265.0,Agg,transformer_embds1
port,0.00149563046424606,0.017934796298660065,0.7272351202203073,0.0012040498868589834,0.07685209954208333,-0.029592413892789105,-26.555371563587194,149.0,KMeans,transformer_embds4
port,0.0006116224717954543,0.02230695787486829,0.5746089445649861,0.0003566177011174704,0.022159846301495017,-0.036806480493532676,-47.052542098484864,265.0,Agg,transformer_embds4
port,0.001217070873290578,0.01919331226274326,0.7281244861203086,0.0009252771655206399,0.057299498096059304,-0.03166896523352637,-37.9747832418708,209.0,KMeans,autoencoder_lstm
port,0.0015715204381646613,0.021386920784626395,0.633129888722513,0.0013024915282278053,0.0679956099793267,-0.03528841929463355,-38.60796705023638,150.0,Agg,autoencoder_lstm
port,0.0010414658396166523,0.01847149709535044,0.7241966766244494,0.0007506134042090324,0.0500317933631286,-0.030477970207328224,-40.18888266042408,158.0,KMeans,PersImage_1
port,0.000500424624788926,0.016055501183213673,0.7877044881403134,0.00019435298187284124,0.02386228287629146,-0.02649157695230256,-38.48985614395447,201.0,Agg,PersImage_1
port,0.00035694679309034705,0.016128503337865006,0.9999999999999996,1.0842021724855044e-19,0.0148583581647831,-0.026612030507477256,-33.92496000265331,236.0,sp500,sp500
port,0.0010611201694654881,0.02213219675195754,0.5645927591593422,0.0008085157083005107,0.0426444996042953,-0.03651812464072994,-50.13156906854179,209.0,sectors,sectors
